bodyId_pre,bodyId_post,pre_name,post_name,type_pre_col,type_post_col,type_pre,type_post,roi_pre,roi_post,count
1198326456,1167641412,ER4m_R_1198326456,ER4m_L_1167641412,ER4m_R,ER4m_L,ER4m,ER4m,EB,EB,31
911911699,449438847,Delta7_L2R7_911911699,EPG_L3_449438847,Delta7_L2R7,EPG_L3,Delta7,EPG,PB,PB,31
697001770,1126647624,EPG_L2_697001770,EPG_R8_1126647624,EPG_L2,EPG_R8,EPG,EPG,EB,EB,31
5813040233,5813070465,EPG_R8_5813040233,PEN_b_L3_5813070465,EPG_R8,PEN_b_L3,EPG,PEN_b,EB,EB,31
1190171884,5813070465,PEG_L2_1190171884,PEN_b_L3_5813070465,PEG_L2,PEN_b_L3,PEG,PEN_b,EB,EB,31
1198326456,5813050767,ER4m_R_1198326456,ER4m_R_5813050767,ER4m_R,ER4m_R,ER4m,ER4m,EB,EB,31
819828986,911574261,EPG_L5_819828986,Delta7_L1L9R8_911574261,EPG_L5,Delta7_L1L9R8,EPG,Delta7,PB,PB,31
1292458303,1261768880,ER3db_L_1292458303,ER3db_R_1261768880,ER3db_L,ER3db_R,ER3d,ER3d,EB,EB,31
1218728570,1126647624,PEN_b_R9_1218728570,EPG_R8_1126647624,PEN_b_R9,EPG_R8,PEN_b,EPG,EB,EB,31
1198671494,572870540,ER4m_L_1198671494,EPG_L1_572870540,ER4m_L,EPG_L1,ER4m,EPG,EB,EB,30
1125964814,5813070465,EPG_R8_1125964814,PEN_b_L3_5813070465,EPG_R8,PEN_b_L3,EPG,PEN_b,EB,EB,30
5813049948,5813040233,ER4m_L_5813049948,EPG_R8_5813040233,ER4m_L,EPG_R8,ER4m,EPG,EB,EB,30
911134009,849482511,Delta7_L4R5_911134009,PEN_a_L4_849482511,Delta7_L4R5,PEN_a_L4,Delta7,PEN_a,PB,PB,30
911241750,541870397,Delta7_L6R4_911241750,EPG_L6_541870397,Delta7_L6R4,EPG_L6,Delta7,EPG,PB,PB,30
634962055,911129204,EPG_L4_634962055,Delta7_L7R2_911129204,EPG_L4,Delta7_L7R2,EPG,Delta7,PB,PB,30
1447576662,1218732640,EPG_L1_1447576662,PEN_a_R9_1218732640,EPG_L1,PEN_a_R9,EPG,PEN_a,EB,EB,30
1167977970,572870540,ER4m_L_1167977970,EPG_L1_572870540,ER4m_L,EPG_L1,ER4m,EPG,EB,EB,30
1322811160,1291366237,ER3pb_L_1322811160,ER3pb_R_1291366237,ER3pb_L,ER3pb_R,ER3p,ER3p,EB,EB,30
387364605,1508334312,EPG_L3_387364605,PEN_a_L3_1508334312,EPG_L3,PEN_a_L3,EPG,PEN_a,PB,PB,30
911129339,634962055,Delta7_L4R5_911129339,EPG_L4_634962055,Delta7_L4R5,EPG_L4,Delta7,EPG,PB,PB,30
5813050767,5813047793,ER4m_R_5813050767,ER4m_L_5813047793,ER4m_R,ER4m_L,ER4m,ER4m,EB,EB,30
910442782,5813022281,Delta7_L4R6_910442782,EPG_L4_5813022281,Delta7_L4R6,EPG_L4,Delta7,EPG,PB,PB,29
819828986,5813080979,EPG_L5_819828986,PEN_a_L5_5813080979,EPG_L5,PEN_a_L5,EPG,PEN_a,PB,PB,29
758419409,911919044,EPG_L3_758419409,Delta7_L6R3_911919044,EPG_L3,Delta7_L6R3,EPG,Delta7,PB,PB,29
5813050767,572870540,ER4m_R_5813050767,EPG_L1_572870540,ER4m_R,EPG_L1,ER4m,EPG,EB,EB,29
5813047793,5813050767,ER4m_L_5813047793,ER4m_R_5813050767,ER4m_L,ER4m_R,ER4m,ER4m,EB,EB,29
5813049948,572870540,ER4m_L_5813049948,EPG_L1_572870540,ER4m_L,EPG_L1,ER4m,EPG,EB,EB,29
1261423534,5813080272,ER3dd_R_1261423534,ER3dd_L_5813080272,ER3dd_R,ER3dd_L,ER3d,ER3d,EB,EB,29
912545106,1601771527,EPG_L2_912545106,PEN_b_R9_1601771527,EPG_L2,PEN_b_R9,EPG,PEN_b,EB,EB,29
880875736,819828986,Delta7_L5R4_880875736,EPG_L5_819828986,Delta7_L5R4,EPG_L5,Delta7,EPG,PB,PB,29
5813053866,1292847181,ER4m_R_5813053866,ER4m_R_1292847181,ER4m_R,ER4m_R,ER4m,ER4m,EB,EB,29
1261436508,1261427857,ER3da_R_1261436508,ER3da_L_1261427857,ER3da_R,ER3da_L,ER3d,ER3d,EB,EB,29
387364605,5813070465,EPG_L3_387364605,PEN_b_L3_5813070465,EPG_L3,PEN_b_L3,EPG,PEN_b,PB,PB,29
665314820,849482511,EPG_L4_665314820,PEN_a_L4_849482511,EPG_L4,PEN_a_L4,EPG,PEN_a,PB,PB,28
758419409,734581598,EPG_L3_758419409,Delta7_L6R3_734581598,EPG_L3,Delta7_L6R3,EPG,Delta7,PB,PB,28
634962055,911919917,EPG_L4_634962055,Delta7_L1L9R8_911919917,EPG_L4,Delta7_L1L9R8,EPG,Delta7,PB,PB,28
634962055,1158747783,EPG_L4_634962055,Delta7_L7R2_1158747783,EPG_L4,Delta7_L7R2,EPG,Delta7,PB,PB,28
5813053866,1167641412,ER4m_R_5813053866,ER4m_L_1167641412,ER4m_R,ER4m_L,ER4m,ER4m,EB,EB,28
5813040233,572870540,EPG_R8_5813040233,EPG_L1_572870540,EPG_R8,EPG_L1,EPG,EPG,EB,EB,28
1062526223,912545106,PEN_b_R8_1062526223,EPG_L2_912545106,PEN_b_R8,EPG_L2,PEN_b,EPG,EB,EB,28
1167977970,697001770,ER4m_L_1167977970,EPG_L2_697001770,ER4m_L,EPG_L2,ER4m,EPG,EB,EB,28
911911699,974300015,Delta7_L2R7_911911699,PEG_L3_974300015,Delta7_L2R7,PEG_L3,Delta7,PEG,PB,PB,28
1167641412,697001770,ER4m_L_1167641412,EPG_L2_697001770,ER4m_L,EPG_L2,ER4m,EPG,EB,EB,28
1168055653,5813045050,ER3wb_L_1168055653,ER3wb_L_5813045050,ER3wb_L,ER3wb_L,ER3w,ER3w,EB,EB,28
5813061251,1126647624,EPG_R8_5813061251,EPG_R8_1126647624,EPG_R8,EPG_R8,EPG,EPG,EB,EB,28
5813050767,1198326456,ER4m_R_5813050767,ER4m_R_1198326456,ER4m_R,ER4m_R,ER4m,ER4m,EB,EB,28
5813059834,5813070465,PEG_R8_5813059834,PEN_b_L3_5813070465,PEG_R8,PEN_b_L3,PEG,PEN_b,EB,EB,28
5813022281,911129204,EPG_L4_5813022281,Delta7_L7R2_911129204,EPG_L4,Delta7_L7R2,EPG,Delta7,PB,PB,28
1261768880,1261768859,ER3db_R_1261768880,ER3db_R_1261768859,ER3db_R,ER3db_R,ER3d,ER3d,EB,EB,27
5813050767,5813040233,ER4m_R_5813050767,EPG_R8_5813040233,ER4m_R,EPG_R8,ER4m,EPG,EB,EB,27
911129339,665314820,Delta7_L4R5_911129339,EPG_L4_665314820,Delta7_L4R5,EPG_L4,Delta7,EPG,PB,PB,27
880880259,1158747783,Delta7_L4R5_880880259,Delta7_L7R2_1158747783,Delta7_L4R5,Delta7_L7R2,Delta7,Delta7,PB,PB,27
1601771527,5813040233,PEN_b_R9_1601771527,EPG_R8_5813040233,PEN_b_R9,EPG_R8,PEN_b,EPG,EB,EB,27
1601771527,1447576662,PEN_b_R9_1601771527,EPG_L1_1447576662,PEN_b_R9,EPG_L1,PEN_b,EPG,EB,EB,27
5813048042,696362840,Delta7_L5R4_5813048042,EPG_L5_696362840,Delta7_L5R4,EPG_L5,Delta7,EPG,PB,PB,27
1322811128,1260327246,ER3pb_L_1322811128,ER3pb_R_1260327246,ER3pb_L,ER3pb_R,ER3p,ER3p,EB,EB,27
1190171884,1218728570,PEG_L2_1190171884,PEN_b_R9_1218728570,PEG_L2,PEN_b_R9,PEG,PEN_b,EB,EB,27
634962055,539462336,EPG_L4_634962055,PEN_b_L4_539462336,EPG_L4,PEN_b_L4,EPG,PEN_b,PB,PB,27
1199431561,1230125720,ER3wa_L_1199431561,ER3wb_L_1230125720,ER3wa_L,ER3wb_L,ER3w,ER3w,EB,EB,27
387364605,941814787,EPG_L3_387364605,Delta7_L6R3_941814787,EPG_L3,Delta7_L6R3,EPG,Delta7,PB,PB,27
1167641412,1198671494,ER4m_L_1167641412,ER4m_L_1198671494,ER4m_L,ER4m_L,ER4m,ER4m,EB,EB,27
5813049948,697001770,ER4m_L_5813049948,EPG_L2_697001770,ER4m_L,EPG_L2,ER4m,EPG,EB,EB,27
5813047157,5813040233,PEN_b_L2_5813047157,EPG_R8_5813040233,PEN_b_L2,EPG_R8,PEN_b,EPG,EB,EB,27
758419409,5813070465,EPG_L3_758419409,PEN_b_L3_5813070465,EPG_L3,PEN_b_L3,EPG,PEN_b,PB,PB,27
1168392003,5812979230,ER3wb_L_1168392003,ER3wb_R_5812979230,ER3wb_L,ER3wb_R,ER3w,ER3w,EB,EB,27
449438847,910783883,EPG_L3_449438847,Delta7_L8R1R9_910783883,EPG_L3,Delta7_L8R1R9,EPG,Delta7,PB,PB,27
1261756007,1261086734,ER3da_R_1261756007,ER3da_R_1261086734,ER3da_R,ER3da_R,ER3d,ER3d,EB,EB,27
1292847181,1198671494,ER4m_R_1292847181,ER4m_L_1198671494,ER4m_R,ER4m_L,ER4m,ER4m,EB,EB,27
758419409,912243353,EPG_L3_758419409,Delta7_L7R2_912243353,EPG_L3,Delta7_L7R2,EPG,Delta7,PB,PB,27
5813061251,1508334312,EPG_R8_5813061251,PEN_a_L3_1508334312,EPG_R8,PEN_a_L3,EPG,PEN_a,EB,EB,27
1168392468,5813020455,ER3wb_L_1168392468,ER3wb_R_5813020455,ER3wb_L,ER3wb_R,ER3w,ER3w,EB,EB,27
911565419,1508334312,Delta7_L3R6_911565419,PEN_a_L3_1508334312,Delta7_L3R6,PEN_a_L3,Delta7,PEN_a,PB,PB,27
911901802,911911004,Delta7_L4R6_911901802,Delta7_L1L9R8_911911004,Delta7_L4R6,Delta7_L1L9R8,Delta7,Delta7,PB,PB,26
634608104,5813061251,PEN_a_L2_634608104,EPG_R8_5813061251,PEN_a_L2,EPG_R8,PEN_a,EPG,EB,EB,26
5813053983,1447576662,ER3wb_R_5813053983,EPG_L1_1447576662,ER3wb_R,EPG_L1,ER3w,EPG,EB,EB,26
1292847181,1167645442,ER4m_R_1292847181,ER4m_R_1167645442,ER4m_R,ER4m_R,ER4m,ER4m,EB,EB,26
1167895489,1230480261,ER2c_R_1167895489,ER2c_L_1230480261,ER2c_R,ER2c_L,ER2,ER2,EB,EB,26
1322811160,1322811128,ER3pb_L_1322811160,ER3pb_L_1322811128,ER3pb_L,ER3pb_L,ER3p,ER3p,EB,EB,26
1167977970,1125964814,ER4m_L_1167977970,EPG_R8_1125964814,ER4m_L,EPG_R8,ER4m,EPG,EB,EB,26
5813061251,1218728570,EPG_R8_5813061251,PEN_b_R9_1218728570,EPG_R8,PEN_b_R9,EPG,PEN_b,EB,EB,26
1167977970,1198671494,ER4m_L_1167977970,ER4m_L_1198671494,ER4m_L,ER4m_L,ER4m,ER4m,EB,EB,26
1167641412,5813040233,ER4m_L_1167641412,EPG_R8_5813040233,ER4m_L,EPG_R8,ER4m,EPG,EB,EB,26
819828986,881221166,EPG_L5_819828986,Delta7_L1L9R8_881221166,EPG_L5,Delta7_L1L9R8,EPG,Delta7,PB,PB,26
5813061251,5813070465,EPG_R8_5813061251,PEN_b_L3_5813070465,EPG_R8,PEN_b_L3,EPG,PEN_b,EB,EB,26
1322811128,1323156554,ER3pb_L_1322811128,ER3pb_R_1323156554,ER3pb_L,ER3pb_R,ER3p,ER3p,EB,EB,26
910442782,911129204,Delta7_L4R6_910442782,Delta7_L7R2_911129204,Delta7_L4R6,Delta7_L7R2,Delta7,Delta7,PB,PB,26
387364605,910783731,EPG_L3_387364605,Delta7_L8R1R9_910783731,EPG_L3,Delta7_L8R1R9,EPG,Delta7,PB,PB,26
1198693217,1261000309,ER4d_R_1198693217,ER4d_R_1261000309,ER4d_R,ER4d_R,ER4d,ER4d,EB,EB,26
5813048042,819828986,Delta7_L5R4_5813048042,EPG_L5_819828986,Delta7_L5R4,EPG_L5,Delta7,EPG,PB,PB,26
5813047157,1125964814,PEN_b_L2_5813047157,EPG_R8_1125964814,PEN_b_L2,EPG_R8,PEN_b,EPG,EB,EB,26
5813022281,911919044,EPG_L4_5813022281,Delta7_L6R3_911919044,EPG_L4,Delta7_L6R3,EPG,Delta7,PB,PB,26
1230121634,1447576662,ER3wa_L_1230121634,EPG_L1_1447576662,ER3wa_L,EPG_L1,ER3w,EPG,EB,EB,26
911901802,910442782,Delta7_L4R6_911901802,Delta7_L4R6_910442782,Delta7_L4R6,Delta7_L4R6,Delta7,Delta7,PB,PB,26
1198671494,1447576662,ER4m_L_1198671494,EPG_L1_1447576662,ER4m_L,EPG_L1,ER4m,EPG,EB,EB,26
911919044,881898734,Delta7_L6R3_911919044,PEG_L6_881898734,Delta7_L6R3,PEG_L6,Delta7,PEG,PB,PB,26
5813022281,539462336,EPG_L4_5813022281,PEN_b_L4_539462336,EPG_L4,PEN_b_L4,EPG,PEN_b,PB,PB,26
387364605,911129204,EPG_L3_387364605,Delta7_L7R2_911129204,EPG_L3,Delta7_L7R2,EPG,Delta7,PB,PB,25
1261423534,1261427892,ER3dd_R_1261423534,ER3dd_L_1261427892,ER3dd_R,ER3dd_L,ER3d,ER3d,EB,EB,25
1167645442,572870540,ER4m_R_1167645442,EPG_L1_572870540,ER4m_R,EPG_L1,ER4m,EPG,EB,EB,25
1259377221,1190171884,ER6_L_1259377221,PEG_L2_1190171884,ER6_L,PEG_L2,ER6,PEG,EB,EB,25
1167641412,5813050767,ER4m_L_1167641412,ER4m_R_5813050767,ER4m_L,ER4m_R,ER4m,ER4m,EB,EB,25
911565419,911906936,Delta7_L3R6_911565419,Delta7_L3R6_911906936,Delta7_L3R6,Delta7_L3R6,Delta7,Delta7,PB,PB,25
696362840,910783731,EPG_L5_696362840,Delta7_L8R1R9_910783731,EPG_L5,Delta7_L8R1R9,EPG,Delta7,PB,PB,25
665314820,539462336,EPG_L4_665314820,PEN_b_L4_539462336,EPG_L4,PEN_b_L4,EPG,PEN_b,PB,PB,25
449438847,973959177,EPG_L3_449438847,Delta7_L6R3_973959177,EPG_L3,Delta7_L6R3,EPG,Delta7,PB,PB,25
634962055,912243353,EPG_L4_634962055,Delta7_L7R2_912243353,EPG_L4,Delta7_L7R2,EPG,Delta7,PB,PB,25
5813047793,697001770,ER4m_L_5813047793,EPG_L2_697001770,ER4m_L,EPG_L2,ER4m,EPG,EB,EB,25
1198943369,1447576662,ER2d_R_1198943369,EPG_L1_1447576662,ER2d_R,EPG_L1,ER2,EPG,EB,EB,25
1601771527,1126647624,PEN_b_R9_1601771527,EPG_R8_1126647624,PEN_b_R9,EPG_R8,PEN_b,EPG,EB,EB,25
634962055,757055317,EPG_L4_634962055,PEN_a_L4_757055317,EPG_L4,PEN_a_L4,EPG,PEN_a,PB,PB,25
758419409,911129204,EPG_L3_758419409,Delta7_L7R2_911129204,EPG_L3,Delta7_L7R2,EPG,Delta7,PB,PB,25
1416900410,1261000309,ER4d_L_1416900410,ER4d_R_1261000309,ER4d_L,ER4d_R,ER4d,ER4d,EB,EB,25
1322811232,1260327246,ER3pb_L_1322811232,ER3pb_R_1260327246,ER3pb_L,ER3pb_R,ER3p,ER3p,EB,EB,25
1292847181,1167641412,ER4m_R_1292847181,ER4m_L_1167641412,ER4m_R,ER4m_L,ER4m,ER4m,EB,EB,25
5812983887,1261423370,ER3da_L_5812983887,ER3da_R_1261423370,ER3da_L,ER3da_R,ER3d,ER3d,EB,EB,25
665314820,910783883,EPG_L4_665314820,Delta7_L8R1R9_910783883,EPG_L4,Delta7_L8R1R9,EPG,Delta7,PB,PB,25
696362840,911911193,EPG_L5_696362840,Delta7_L8R1R9_911911193,EPG_L5,Delta7_L8R1R9,EPG,Delta7,PB,PB,24
5813053988,1447576662,ER3wa_R_5813053988,EPG_L1_1447576662,ER3wa_R,EPG_L1,ER3w,EPG,EB,EB,24
1198326456,5813047793,ER4m_R_1198326456,ER4m_L_5813047793,ER4m_R,ER4m_L,ER4m,ER4m,EB,EB,24
1323156554,1322811128,ER3pb_R_1323156554,ER3pb_L_1322811128,ER3pb_R,ER3pb_L,ER3p,ER3p,EB,EB,24
1126647624,5813070465,EPG_R8_1126647624,PEN_b_L3_5813070465,EPG_R8,PEN_b_L3,EPG,PEN_b,EB,EB,24
1199625952,1447576662,ER3wb_R_1199625952,EPG_L1_1447576662,ER3wb_R,EPG_L1,ER3w,EPG,EB,EB,24
1230026228,1167300055,ER4d_L_1230026228,ER4d_L_1167300055,ER4d_L,ER4d_L,ER4d,ER4d,EB,EB,24
819828986,910442752,EPG_L5_819828986,Delta7_L8R1R9_910442752,EPG_L5,Delta7_L8R1R9,EPG,Delta7,PB,PB,24
1167641412,5813053866,ER4m_L_1167641412,ER4m_R_5813053866,ER4m_L,ER4m_R,ER4m,ER4m,EB,EB,24
5813022281,912243353,EPG_L4_5813022281,Delta7_L7R2_912243353,EPG_L4,Delta7_L7R2,EPG,Delta7,PB,PB,24
5812983887,1261436508,ER3da_L_5812983887,ER3da_R_1261436508,ER3da_L,ER3da_R,ER3d,ER3d,EB,EB,24
1198006801,1167632513,ER4d_L_1198006801,ER4d_R_1167632513,ER4d_L,ER4d_R,ER4d,ER4d,EB,EB,24
1167977970,5813040233,ER4m_L_1167977970,EPG_R8_5813040233,ER4m_L,EPG_R8,ER4m,EPG,EB,EB,24
1261768859,1261768880,ER3db_R_1261768859,ER3db_R_1261768880,ER3db_R,ER3db_R,ER3d,ER3d,EB,EB,24
5813047793,1292847181,ER4m_L_5813047793,ER4m_R_1292847181,ER4m_L,ER4m_R,ER4m,ER4m,EB,EB,24
819828986,911470352,EPG_L5_819828986,Delta7_L2R7_911470352,EPG_L5,Delta7_L2R7,EPG,Delta7,PB,PB,24
1292458303,1261768859,ER3db_L_1292458303,ER3db_R_1261768859,ER3db_L,ER3db_R,ER3d,ER3d,EB,EB,24
1167645523,1167300055,ER4d_L_1167645523,ER4d_L_1167300055,ER4d_L,ER4d_L,ER4d,ER4d,EB,EB,24
1261760187,1261082560,ER3dc_R_1261760187,ER3dc_L_1261082560,ER3dc_R,ER3dc_L,ER3d,ER3d,EB,EB,24
5813053866,5813061251,ER4m_R_5813053866,EPG_R8_5813061251,ER4m_R,EPG_R8,ER4m,EPG,EB,EB,24
1261768880,1292458303,ER3db_R_1261768880,ER3db_L_1292458303,ER3db_R,ER3db_L,ER3d,ER3d,EB,EB,24
910796989,819828986,Delta7_L5R4_910796989,EPG_L5_819828986,Delta7_L5R4,EPG_L5,Delta7,EPG,PB,PB,24
1198680426,1447576662,ER2d_L_1198680426,EPG_L1_1447576662,ER2d_L,EPG_L1,ER2,EPG,EB,EB,24
1218728570,5813061251,PEN_b_R9_1218728570,EPG_R8_5813061251,PEN_b_R9,EPG_R8,PEN_b,EPG,EB,EB,24
911211196,541870397,Delta7_L6R4_911211196,EPG_L6_541870397,Delta7_L6R4,EPG_L6,Delta7,EPG,PB,PB,24
634962055,910783883,EPG_L4_634962055,Delta7_L8R1R9_910783883,EPG_L4,Delta7_L8R1R9,EPG,Delta7,PB,PB,24
5813053866,1167977970,ER4m_R_5813053866,ER4m_L_1167977970,ER4m_R,ER4m_L,ER4m,ER4m,EB,EB,24
1230121634,5813038224,ER3wa_L_1230121634,ER3wa_L_5813038224,ER3wa_L,ER3wa_L,ER3w,ER3w,EB,EB,24
910442723,880875861,Delta7_L4R5_910442723,PEG_L5_880875861,Delta7_L4R5,PEG_L5,Delta7,PEG,PB,PB,24
911565419,387364605,Delta7_L3R6_911565419,EPG_L3_387364605,Delta7_L3R6,EPG_L3,Delta7,EPG,PB,PB,24
5813020585,1125964814,ER3pa_R_5813020585,EPG_R8_1125964814,ER3pa_R,EPG_R8,ER3p,EPG,EB,EB,24
1261768880,1261432076,ER3db_R_1261768880,ER3db_L_1261432076,ER3db_R,ER3db_L,ER3d,ER3d,EB,EB,24
1168064774,697001770,ER2c_L_1168064774,EPG_L2_697001770,ER2c_L,EPG_L2,ER2,EPG,EB,EB,24
910442782,849482511,Delta7_L4R6_910442782,PEN_a_L4_849482511,Delta7_L4R6,PEN_a_L4,Delta7,PEN_a,PB,PB,24
973959177,881898734,Delta7_L6R3_973959177,PEG_L6_881898734,Delta7_L6R3,PEG_L6,Delta7,PEG,PB,PB,24
1322811128,1322811232,ER3pb_L_1322811128,ER3pb_L_1322811232,ER3pb_L,ER3pb_L,ER3p,ER3p,EB,EB,24
1261432076,1261768880,ER3db_L_1261432076,ER3db_R_1261768880,ER3db_L,ER3db_R,ER3d,ER3d,EB,EB,24
1198326456,5813061251,ER4m_R_1198326456,EPG_R8_5813061251,ER4m_R,EPG_R8,ER4m,EPG,EB,EB,24
1198006801,572870540,ER4d_L_1198006801,EPG_L1_572870540,ER4d_L,EPG_L1,ER4d,EPG,EB,EB,24
1323156554,1322811232,ER3pb_R_1323156554,ER3pb_L_1322811232,ER3pb_R,ER3pb_L,ER3p,ER3p,EB,EB,23
880880259,757055317,Delta7_L4R5_880880259,PEN_a_L4_757055317,Delta7_L4R5,PEN_a_L4,Delta7,PEN_a,PB,PB,23
5813022281,5813061383,EPG_L4_5813022281,Delta7_L1L9R8_5813061383,EPG_L4,Delta7_L1L9R8,EPG,Delta7,PB,PB,23
697001770,5813061251,EPG_L2_697001770,EPG_R8_5813061251,EPG_L2,EPG_R8,EPG,EPG,EB,EB,23
1105834722,1136861363,ER2c_R_1105834722,ER2c_R_1136861363,ER2c_R,ER2c_R,ER2,ER2,EB,EB,23
734581598,912601268,Delta7_L6R3_734581598,EPG_L6_912601268,Delta7_L6R3,EPG_L6,Delta7,EPG,PB,PB,23
1198671494,5813040233,ER4m_L_1198671494,EPG_R8_5813040233,ER4m_L,EPG_R8,ER4m,EPG,EB,EB,23
1261000309,1198931241,ER4d_R_1261000309,ER4d_R_1198931241,ER4d_R,ER4d_R,ER4d,ER4d,EB,EB,23
1260754053,5813038224,ER3wa_R_1260754053,ER3wa_L_5813038224,ER3wa_R,ER3wa_L,ER3w,ER3w,EB,EB,23
1198684596,697001770,ER2a_L_1198684596,EPG_L2_697001770,ER2a_L,EPG_L2,ER2,EPG,EB,EB,23
1261768913,1291780631,ER3m_R_1261768913,ER3m_L_1291780631,ER3m_R,ER3m_L,ER3m,ER3m,EB,EB,23
1167641412,1292847181,ER4m_L_1167641412,ER4m_R_1292847181,ER4m_L,ER4m_R,ER4m,ER4m,EB,EB,23
1126647624,5813061251,EPG_R8_1126647624,EPG_R8_5813061251,EPG_R8,EPG_R8,EPG,EPG,EB,EB,23
5813022281,1158747783,EPG_L4_5813022281,Delta7_L7R2_1158747783,EPG_L4,Delta7_L7R2,EPG,Delta7,PB,PB,23
1125964814,5813040233,EPG_R8_1125964814,EPG_R8_5813040233,EPG_R8,EPG_R8,EPG,EPG,EB,EB,23
5813053866,1198326456,ER4m_R_5813053866,ER4m_R_1198326456,ER4m_R,ER4m_R,ER4m,ER4m,EB,EB,23
5813053866,1125964814,ER4m_R_5813053866,EPG_R8_1125964814,ER4m_R,EPG_R8,ER4m,EPG,EB,EB,23
1261427857,1261436508,ER3da_L_1261427857,ER3da_R_1261436508,ER3da_L,ER3da_R,ER3d,ER3d,EB,EB,23
1167645442,5813047793,ER4m_R_1167645442,ER4m_L_5813047793,ER4m_R,ER4m_L,ER4m,ER4m,EB,EB,23
1447576662,1125969082,EPG_L1_1447576662,PEG_R9_1125969082,EPG_L1,PEG_R9,EPG,PEG,EB,EB,23
1199086313,5813020585,ER3pa_L_1199086313,ER3pa_R_5813020585,ER3pa_L,ER3pa_R,ER3p,ER3p,EB,EB,23
1198667367,697001770,ER2c_L_1198667367,EPG_L2_697001770,ER2c_L,EPG_L2,ER2,EPG,EB,EB,23
789126240,911911004,EPG_L5_789126240,Delta7_L1L9R8_911911004,EPG_L5,Delta7_L1L9R8,EPG,Delta7,PB,PB,23
1199712167,1447576662,ER2c_L_1199712167,EPG_L1_1447576662,ER2c_L,EPG_L1,ER2,EPG,EB,EB,23
665314820,911911004,EPG_L4_665314820,Delta7_L1L9R8_911911004,EPG_L4,Delta7_L1L9R8,EPG,Delta7,PB,PB,23
5813053988,1199432267,ER3wa_R_5813053988,ER3wa_L_1199432267,ER3wa_R,ER3wa_L,ER3w,ER3w,EB,EB,23
5813040233,1125964814,EPG_R8_5813040233,EPG_R8_1125964814,EPG_R8,EPG_R8,EPG,EPG,EB,EB,23
910783961,911211196,Delta7_L3R6_910783961,Delta7_L6R4_911211196,Delta7_L3R6,Delta7_L6R4,Delta7,Delta7,PB,PB,23
1261091174,1261436508,ER3da_L_1261091174,ER3da_R_1261436508,ER3da_L,ER3da_R,ER3d,ER3d,EB,EB,23
1292847181,5813049948,ER4m_R_1292847181,ER4m_L_5813049948,ER4m_R,ER4m_L,ER4m,ER4m,EB,EB,23
665314820,911129204,EPG_L4_665314820,Delta7_L7R2_911129204,EPG_L4,Delta7_L7R2,EPG,Delta7,PB,PB,23
665314820,881221166,EPG_L4_665314820,Delta7_L1L9R8_881221166,EPG_L4,Delta7_L1L9R8,EPG,Delta7,PB,PB,23
5813038224,1447576662,ER3wa_L_5813038224,EPG_L1_1447576662,ER3wa_L,EPG_L1,ER3w,EPG,EB,EB,23
665314820,910783731,EPG_L4_665314820,Delta7_L8R1R9_910783731,EPG_L4,Delta7_L8R1R9,EPG,Delta7,PB,PB,23
1167641412,1198326456,ER4m_L_1167641412,ER4m_R_1198326456,ER4m_L,ER4m_R,ER4m,ER4m,EB,EB,23
1261436508,5812983887,ER3da_R_1261436508,ER3da_L_5812983887,ER3da_R,ER3da_L,ER3d,ER3d,EB,EB,23
1126647624,1601771527,EPG_R8_1126647624,PEN_b_R9_1601771527,EPG_R8,PEN_b_R9,EPG,PEN_b,EB,EB,23
5813045050,1168055653,ER3wb_L_5813045050,ER3wb_L_1168055653,ER3wb_L,ER3wb_L,ER3w,ER3w,EB,EB,23
5813049948,5813047793,ER4m_L_5813049948,ER4m_L_5813047793,ER4m_L,ER4m_L,ER4m,ER4m,EB,EB,22
910442723,911129339,Delta7_L4R5_910442723,Delta7_L4R5_911129339,Delta7_L4R5,Delta7_L4R5,Delta7,Delta7,PB,PB,22
1167645658,912545106,ER2c_R_1167645658,EPG_L2_912545106,ER2c_R,EPG_L2,ER2,EPG,EB,EB,22
5813045050,5813020455,ER3wb_L_5813045050,ER3wb_R_5813020455,ER3wb_L,ER3wb_R,ER3w,ER3w,EB,EB,22
5812979230,1168055653,ER3wb_R_5812979230,ER3wb_L_1168055653,ER3wb_R,ER3wb_L,ER3w,ER3w,EB,EB,22
5813048896,1447576662,ER2c_R_5813048896,EPG_L1_1447576662,ER2c_R,EPG_L1,ER2,EPG,EB,EB,22
911901802,5813022281,Delta7_L4R6_911901802,EPG_L4_5813022281,Delta7_L4R6,EPG_L4,Delta7,EPG,PB,PB,22
1261432076,1292458303,ER3db_L_1261432076,ER3db_L_1292458303,ER3db_L,ER3db_L,ER3d,ER3d,EB,EB,22
1168055653,1230324385,ER3wb_L_1168055653,ER3wb_R_1230324385,ER3wb_L,ER3wb_R,ER3w,ER3w,EB,EB,22
1260422110,572870540,ER2b_L_1260422110,EPG_L1_572870540,ER2b_L,EPG_L1,ER2,EPG,EB,EB,22
1167295872,1198006801,ER4d_L_1167295872,ER4d_L_1198006801,ER4d_L,ER4d_L,ER4d,ER4d,EB,EB,22
1291435776,5813061251,ER3pa_R_1291435776,EPG_R8_5813061251,ER3pa_R,EPG_R8,ER3p,EPG,EB,EB,22
5813040233,1601771527,EPG_R8_5813040233,PEN_b_R9_1601771527,EPG_R8,PEN_b_R9,EPG,PEN_b,EB,EB,22
